Tianjin		CN	28	739
Tokyo		JP	40	555
Taipei		TW	03	524
Tehran		IR	26	476
Tai’an	Tai'an	CN	25	366
Tianshui		CN	15	233
Taiyuan		CN	24	228
Tangshan		CN	10	224
Toronto		CA	08	173
Tashkent		UZ	13	131
Tabriz		IR	33	94
The Bronx		US	NY	92
Tijuana		MX	02	91
Tangerang		ID	33	91
Thāne	Thane	IN	16	84
Tongshan		CN	04	79
Tripoli		LY	77	76
Tbilisi		GE	51	69
Taichung		TW	04	69
Teni		IN	25	68
Turin		IT	12	58
Tegucigalpa		HN	08	56
Takeo		KH	19	56
Thiruvananthapuram		IN	13	52
Tiruchirappalli		IN	25	51
Tainan		TW	04	51
Trujillo		PE	13	49
Teresina		BR	20	49
Tlalnepantla		MX	15	47
Tol’yatti	Tol'yatti	RU	65	46
Tunis		TN	36	46
Tangier		MA	57	45
Taguig		PH	40	42
Tébessa	Tebessa	DZ	33	42
Ta‘izz	Ta`izz	YE	25	41
Taizhou		CN	04	40
Tlalpan		MX	09	40
Tanggu		CN	28	35
Ta’if	Ta'if	SA	14	35
Touba		SN	03	35
Torreon		MX	07	34
Tucson		US	AZ	34
Tyumen		RU	78	34
Tembisa		ZA	06	34
Toluca		MX	15	33
Tlaquepaque		MX	14	32
Tomsk		RU	75	32
Tuxtla Gutiérrez	Tuxtla Gutierrez	MX	05	32
The Hague		NL	11	31
Tula		RU	76	31
Tabuk		SA	19	30
Tirunelveli		IN	25	29
Toulouse		FR	76	28
Tanda		EG	05	26
Taoyuan City		TW	04	26
Tonalá	Tonala	MX	14	26
Tver		RU	77	26
Tiruppur		IN	25	26
Tallinn		EE	01	26
Tulsa		US	OK	26
Toyonaka		JP	32	25
Toyohashi		JP	01	25
Tirana		AL	50	24
Toyota		JP	01	24
Tamale		GH	06	24
Taraz		KZ	17	23
Takatsuki		JP	32	23
Thessaloníki	Thessaloniki	GR	ESYE12	23
Taihe		CN	08	23
Turmero		VE	04	22
Tlahuac		MX	09	22
Tokorozawa		JP	34	22
Tungi		BD	81	22
Tampa		US	FL	22
Takamatsu		JP	17	22
Tieling		CN	19	22
Tétouan	Tetouan	MA	57	21
Toyama		JP	42	21
Trichūr	Trichur	IN	13	21
Timişoara	Timisoara	RO	36	21
Tampico		MX	28	20
Tumkūr	Tumkur	IN	19	20
Tawau		MY	16	20
Tampico		MX	28	19
Tambov		RU	72	19
Tsuen Wan		HK	NTW	19
Toledo		US	OH	19
Tepic		MX	18	18
Tacna		PE	23	18
Taganrog		RU	61	18
Tasikmalaya		ID	30	18
Tshikapa		CD	03	17
Tokushima		JP	39	17
Tongliao		CN	20	17
Tarsus		TR	32	17
Turpan		CN	13	16
Talcahuano		CL	06	16
Thiès Nones	Thies Nones	SN	07	16
Taubaté	Taubate	BR	27	16
Tirupati		IN	02	16
Tel Aviv		IL	05	16
Tiruvottiyūr	Tiruvottiyur	IN	25	16
Trabzon		TR	61	16
Tehuacán	Tehuacan	MX	21	16
Takasaki		JP	10	16
Temuco		CL	04	15
Tegal		ID	07	15
Ternopil’	Ternopil'	UA	22	15
Türkmenabat	Turkmenabat	TM	04	15
Tagum		PH	11	15
Takoradi		GH	09	15
Taytay		PH	40	15
Tripoli		LB	09	15
Tanga		TZ	18	14
Tongchuan		CN	26	14
Takarazuka		JP	13	14
Thanjāvūr	Thanjavur	IN	25	14
Taiping		MY	07	14
Taboão da Serra	Taboao da Serra	BR	27	14
Terrassa		ES	56	14
Tarhuna		LY	82	14
Toruń	Torun	PL	73	13
Toamasina		MG	7670857	13
Tampere		FI	06	13
Taldyqorghan		KZ	01	13
Thika		KE	05	13
Tilburg		NL	06	13
Tacoma		US	WA	13
Tapachula		MX	05	13
Talca		CL	11	13
Townsville		AU	04	13
Thành Phố Nam Định	Thanh Pho Nam Dinh	VN	82	12
Tanjungpinang		ID	40	12
Trieste		IT	06	12
Tarlac City		PH	03	12
Tallahassee		US	FL	12
Taranto		IT	13	12
Tāngāil	Tangail	BD	81	12
Tiaret		DZ	13	11
Turku		FI	02	11
Tsukuba		JP	14	11
Tomakomai		JP	12	11
Temirtau		KZ	12	11
Takaoka		JP	42	11
Toulon		FR	93	11
Tuluá	Tulua	CO	29	11
Tsu		JP	23	10
Tongzhou		CN	22	10
Tempe		US	AZ	10
Taunggyi		MM	11	10
Tarija		BO	09	10
Tempe Junction		US	AZ	10
Ţalkhā	Talkha	EG	01	10
Tiraspolul		MD	58	10
Toledo		PH	07	10
Tema		GH	01	10
Tetuán de las Victorias	Tetuan de las Victorias	ES	29	10
Tottori		JP	41	10
Tonk		IN	24	10
Thành Phố Hạ Long	Thanh Pho Ha Long	VN	30	9
Trondheim		NO	16	9
Târgu-Mureş	Targu-Mures	RO	27	9
Taishan		CN	30	9
Torrance		US	CA	9
Tabora		TZ	17	9
Teshi Old Town		GH	01	9
Tizi Ouzou		DZ	14	9
Tanjungbalai		ID	26	9
Tuzla		BA	01	9
Taza		MA	58	9
Tours		FR	24	9
Tirmiz		UZ	12	9
Tarragona		ES	56	9
Tutamandahostel		EC	18	9
Thānesar	Thanesar	IN	10	9
Tiruvannāmalai	Tiruvannamalai	IN	25	9
Telford		GB	ENG	9
Tasek Glugor		MY	09	9
Tyre		LB	06	9
Tuxpan de Rodríguez Cano	Tuxpan de Rodriguez Cano	MX	30	8
Thành Phố Thái Nguyên	Thanh Pho Thai Nguyen	VN	85	8
Talisay		PH	07	8
Tondabayashichō	Tondabayashicho	JP	32	8
Tlemcen		DZ	15	8
Toowoomba		AU	04	8
Tychy		PL	83	8
Tokat		TR	60	8
Tete		MZ	08	8
Teluknaga		ID	30	8
Titāgarh	Titagarh	IN	28	8
Topeka		US	KS	8
Tando Allāhyār	Tando Allahyar	PK	05	8
Tipitapa		NI	10	8
Thousand Oaks		US	CA	8
Torbat-e Ḩeydarīyeh	Torbat-e Heydariyeh	IR	42	8
Tando Ādam	Tando Adam	PK	05	8
Tyoply Stan		RU	48	8
Timon		BR	13	8
Targówek	Targowek	PL	78	8
Teresópolis	Teresopolis	BR	21	8
Thaton		MM	13	8
Tsaritsyno		RU	48	8
Tekirdağ	Tekirdag	TR	59	8
Tobruk		LY	79	8
Toyokawa		JP	01	8
Trois-Rivières	Trois-Rivieres	CA	10	7
Toledo		BR	18	7
Thornton		US	CO	7
Torrejón de Ardoz	Torrejon de Ardoz	ES	29	7
Troparëvo	Troparevo	RU	48	7
Tarnów	Tarnow	PL	77	7
Tebingtinggi		ID	26	7
Tigwav		HT	11	7
Tunja		CO	36	7
Taldykorgan		KZ	01	7
Taganskiy		RU	48	7
Texcoco de Mora		MX	15	7
Tianfu		CN	25	7
Toliara		MG	7670913	7
Tuguegarao City		PH	02	7
Tobol’sk	Tobol'sk	RU	78	7
Thanh Hóa	Thanh Hoa	VN	34	7
Turhal		TR	60	7
Tauranga		NZ	E8	7
Tieli		CN	08	7
Taitung City		TW	04	7
Tumbes		PE	24	7
Trincomalee		LK	37	7
Tādepallegūdem	Tadepallegudem	IN	02	7
Thành phố Bạc Liêu	Thanh pho Bac Lieu	VN	73	7
Tajimi		JP	09	7
Taungoo		MM	16	7
Tanza		PH	NCR	7
Tengzhou		CN	25	7
Thành Phố Hòa Bình	Thanh Pho Hoa Binh	VN	53	7
Tandil		AR	01	6
Tantoyuca		MX	30	6
Turgutlu		TR	45	6
Tulancingo		MX	13	6
Torrevieja		ES	60	6
Ternate		ID	29	6
Temapache		MX	30	6
Teófilo Otoni	Teofilo Otoni	BR	15	6
Tokuyama		JP	45	6
Tonghae		KR	06	6
Tartu		EE	18	6
Tiébo	Tiebo	SN	03	6
Trier		DE	08	6
Temecula		US	CA	6
Telde		ES	53	6
Tekstil’shchiki	Tekstil'shchiki	RU	48	6
Tagiura		LY	77	6
Tsuruoka		JP	44	6
Thunder Bay		CA	08	6
Talara		PE	20	6
Thimphu		BT	20	6
Thayetmyo		MM	15	6
Trindade		BR	29	6
Tarakan		ID	42	6
Turkestan		KZ	10	6
Tellicherry		IN	13	6
Târgu Jiu	Targu Jiu	RO	19	6
Terni		IT	18	6
Tyler		US	TX	6
Terrebonne		CA	10	6
The Woodlands		US	TX	6
Tatuí	Tatui	BR	27	6
Trelew		AR	04	6
Tādpatri	Tadpatri	IN	02	6
Tulcea		RO	37	6
Tuxtepec		MX	20	6
Timóteo	Timoteo	BR	15	6
Tourcoing		FR	32	6
Temixco		MX	17	6
Thủ Dầu Một	Thu Dau Mot	VN	75	6
Tongren		CN	18	6
Ţahţā	Tahta	EG	24	6
Tuscaloosa		US	AL	6
Tsuyama		JP	31	5
Tartouss		SY	14	5
Tinsukia		IN	03	5
Talavera de la Reina		ES	54	5
Toms River		US	NJ	5
Tocumen		PA	08	5
Târgovişte	Targoviste	RO	16	5
Tāndā	Tanda	IN	36	5
Tiruchengode		IN	25	5
Tumaco		CO	20	5
Tulcán	Tulcan	EC	05	5
Tagbilaran City		PH	07	5
Torre del Greco		IT	04	5
Tārūt	Tarut	SA	06	5
Trenton		US	NJ	5
Tlaxcala de Xicohtencatl		MX	29	5
Trinidad		BO	03	5
Tepatitlán de Morelos	Tepatitlan de Morelos	MX	14	5
Tübingen	Tuebingen	DE	01	5
Tracy		US	CA	5
Taourirt		MA	54	5
Troitsk		RU	13	5
Toledo		ES	54	5
Tinaquillo		VE	08	5
Tochigi		JP	38	5
Tanashichō	Tanashicho	JP	40	5
Tangping		CN	30	5
Tatebayashi		JP	10	5
Troy		US	MI	5
Toride		JP	14	5
Tahoua		NE	06	5
Trento		IT	17	5
Taixing		CN	04	5
Tecoman		MX	08	5
Tangjiazhuang		CN	10	5
Tambacounda		SN	05	5
Tumen		CN	05	5
Três Lagoas	Tres Lagoas	BR	11	5
Torrent		ES	60	5
Town 'n' Country		US	FL	5
Treviso		IT	20	5
Tsurusaki		JP	30	5
Tucuruí	Tucurui	BR	16	5
Tuban		ID	08	5
Takefu		JP	06	5
Tarub		ID	07	5
Turbat		PK	02	5
Tustin		US	CA	5
Troisdorf		DE	07	4
Tīkamgarh	Tikamgarh	IN	35	4
Tamworth		GB	ENG	4
Tatvan		TR	13	4
Taman Senai		MY	01	4
Tamanrasset		DZ	53	4
Tetovo		MK	E8	4
Tando Muhammad Khān	Tando Muhammad Khan	PK	05	4
Três Rios	Tres Rios	BR	21	4
Tākestān	Takestan	IR	38	4
Taroudant		MA	55	4
Thākurgaon	Thakurgaon	BD	87	4
Tenri		JP	28	4
Teziutlan		MX	21	4
Tatabánya	Tatabanya	HU	12	4
Taungdwingyi		MM	15	4
Tiflet		MA	49	4
Talipparamba		IN	13	4
Tindivanam		IN	25	4
Trnava		SK	07	4
Totonicapán	Totonicapan	GT	21	4
Techiman		GH	03	4
Tuy Hòa	Tuy Hoa	VN	61	4
Tanabe		JP	43	4
Toba Tek Singh		PK	04	4
Tantou		CN	07	4
Tuymazy		RU	08	4
Turlock		US	CA	4
Tsuruga		JP	06	4
Tanauan		PH	40	4
Türkmenbaşy	Turkmenbasy	TM	02	4
Tanuku		IN	02	4
Tolga		DZ	19	4
Torez		UA	05	4
Tangzhai		CN	01	4
Tamano		JP	31	4
Tournai		BE	WAL	4
Tsushima		JP	01	4
Toukh		EG	12	4
Tejen		TM	01	4
Tubarão	Tubarao	BR	26	4
Tomaszów Mazowiecki	Tomaszow Mazowiecki	PL	74	4
Trang		TH	65	4
Takayama		JP	09	4
Tailai		CN	08	4
Tōgane	Togane	JP	04	4
Temple		US	TX	4
Tanabe		JP	22	4
Thenkasi		IN	25	4
Torremolinos		ES	51	4
Tendō	Tendo	JP	44	4
Torquay		GB	ENG	4
Tultepec		MX	15	4
Talisay		PH	06	4
Tulungagung		ID	08	4
Tân An	Tan An	VN	24	4
Talavera		PH	03	4
Tikhoretsk		RU	38	4
Tallaght		IE	L	4
Taloqan		AF	26	4
Tuapse		RU	38	4
Tulangan Utara		ID	08	4
Thành Phố Uông Bí	Thanh Pho Uong Bi	VN	30	4
Tura		IN	18	4
Tosu		JP	33	4
Três Corações	Tres Coracoes	BR	15	4
Teluk Intan		MY	07	4
Tāndūr	Tandur	IN	40	4
Taylor		US	MI	4
Tokmok		KG	02	4
Tataouine		TN	34	4
Tanjung Pandan		ID	35	4
Tungipāra	Tungipara	BD	81	4
Tikhvin		RU	42	4
Taisen-ri		KR	17	4
Tupã	Tupa	BR	27	4
Tan-Tan		MA	53	4
Tríkala	Trikala	GR	ESYE14	4
Toki		JP	09	4
Teoloyucan		MX	15	4
Tianchang		CN	10	4
Tissemsilt		DZ	56	4
Tiptūr	Tiptur	IN	19	4
Tarnowskie Góry	Tarnowskie Gory	PL	83	4
Tahe		CN	08	4
Tartagal		AR	17	4
Tianpeng		CN	32	4
Terre Haute		US	IN	4
Troyes		FR	44	4
Takaishi		JP	32	4
Taunton		GB	ENG	4
Tamarac		US	FL	4
Trinidad		CU	14	4
Taozhuang		CN	25	4
Tczew		PL	82	4
Tanay		PH	40	3
Temerluh		MY	06	3
Tozkhurmato		IQ	18	3
Tohāna	Tohana	IN	10	3
Tulare		US	CA	3
Talnakh		RU	91	3
Tam Kỳ	Tam Ky	VN	84	3
Torbat-e Jām	Torbat-e Jam	IR	42	3
Telêmaco Borba	Telemaco Borba	BR	18	3
Tezpur		IN	03	3
Thiruvarur		IN	25	3
Trapani		IT	15	3
Taylorsville		US	UT	3
Tarn Tāran	Tarn Taran	IN	23	3
Tongchuan		CN	32	3
Tecate		MX	02	3
Trenčín	Trencin	SK	06	3
Tonawanda		US	NY	3
Täby	Taby	SE	26	3
Thành Phố Hải Dương	Thanh Pho Hai Duong	VN	79	3
Tabaco		PH	05	3
Trà Vinh	Tra Vinh	VN	67	3
Tiruvalla		IN	13	3
Tilhar		IN	36	3
Tinley Park		US	IL	3
Tempelhof	Tempelhof Bezirk	DE	16	3
Turbaco		CO	35	3
Thành Phố Lạng Sơn	Thanh Pho Lang Son	VN	39	3
Tiko		CM	09	3
Taunton		US	MA	3
Tirhanimîne	Tirhanimine	MA	58	3
Tsévié	Tsevie	TG	24	3
Tomigusuku		JP	47	3
Taikang		CN	08	3
Torrelavega		ES	39	3
Tamiami		US	FL	3
Towson		US	MD	3
Tiznit		MA	55	3
Tirur		IN	13	3
Tacurong		PH	12	3
Turda		RO	13	3
Tiruttangal		IN	25	3
Tharyarwady		MM	16	3
Trujillo Alto		PR	139	3
Trani		IT	13	3
Timashëvsk	Timashevsk	RU	38	3
Taxco de Alarcón	Taxco de Alarcon	MX	12	3
Tingo María	Tingo Maria	PE	10	3
Tanjungagung		ID	32	3
Thành Phố Thái Bình	Thanh Pho Thai Binh	VN	35	3
Tha Maka		TH	50	3
Tuni		IN	02	3
Terbanggi Besar		ID	15	3
Thongwa		MM	17	3
Tromsø	Tromso	NO	18	3
Tavşanlı	Tavsanli	TR	43	3
Tarbes		FR	76	3
Ta Khmau		KH	07	3
Thomazeau		HT	11	3
Tacuarembó	Tacuarembo	UY	18	3
Talagante		CL	12	3
Telerghma		DZ	48	3
Tagawa		JP	07	3
Takāb	Takab	IR	01	3
Tucupita		VE	09	3
Talā	Tala	EG	09	3
The Villages		US	FL	3
Tarma		PE	12	3
Tulun		RU	20	3
Teplice		CZ	89	3
Tadmur		SY	11	3
The Hammocks		US	FL	3
Tūndla	Tundla	IN	36	3
Turbo		CO	02	3
Tarnobrzeg		PL	80	3
Tafo		GH	02	3
Torbalı	Torbali	TR	35	3
Troy		US	NY	3
Taquaritinga		BR	27	3
Tateyama		JP	04	3
Tabas		IR	40	3
Tokoname		JP	01	3
Tomioka		JP	10	3
Timimoun		DZ	34	3
Touggourt		DZ	50	3
Trstenik		RS	SE	3
T’aebaek	T'aebaek	KR	06	3
Tamlūk	Tamluk	IN	28	3
Torzhok		RU	77	3
Tafí Viejo	Tafi Viejo	AR	24	3
Tiruvallur		IN	25	3
Taquara		BR	23	3
Tigard		US	OR	3
Talegaon Dābhāde	Talegaon Dabhade	IN	16	3
Tamworth		AU	02	3
Tire		TR	35	3
Tres Arroyos		AR	01	3
Tipton		GB	ENG	3
Ţāmiyah	Tamiyah	EG	04	3
Tomé	Tome	CL	06	3
Twante		MM	17	3
Toyooka		JP	13	3
Teghra		IN	34	3
Tindouf		DZ	54	3
Tianguá	Tiangua	BR	06	3
Tamana		JP	21	3
Takikawa		JP	12	3
Timbaúba	Timbauba	BR	30	3
Texas City		US	TX	3
Tung Chung		HK	NIS	3
Tuckahoe		US	VA	2
Talagang		PK	04	2
Tefé	Tefe	BR	04	2
Taunsa		PK	04	2
Tānda	Tanda	IN	36	2
Tīkāpur	Tikapur	NP	FR	2
Trollhättan	Trollhattan	SE	28	2
Tepotzotlán	Tepotzotlan	MX	15	2
Thoubāl	Thoubal	IN	17	2
Thionville		FR	44	2
Thatta		PK	05	2
Tsubame		JP	29	2
Ţūlkarm	Tulkarm	PS	WE	2
Twin Falls		US	ID	2
Thohoyandou		ZA	09	2
Tutayev		RU	88	2
Titusville		US	FL	2
Três Pontas	Tres Pontas	BR	15	2
Torre Annunziata		IT	04	2
Tumsar		IN	16	2
Timmins		CA	08	2
Tirupparangunram		IN	25	2
Tha Yang		TH	56	2
Talence		FR	75	2
Tamamura		JP	10	2
Thān	Than	IN	09	2
Tomiya		JP	24	2
Tikrīt	Tikrit	IQ	18	2
Talghar		KZ	01	2
Thun		CH	BE	2
Tizimín	Tizimin	MX	31	2
Tres Cantos		ES	29	2
Taketoyo		JP	01	2
Tazoult-Lambese		DZ	03	2
Timizart		DZ	14	2
Tecuci		RO	18	2
Tōkamachi	Tokamachi	JP	29	2
Thành Phố Cao Bằng	Thanh Pho Cao Bang	VN	05	2
Tebesbest		DZ	50	2
Ţurayf	Turayf	SA	15	2
Tiel		NL	03	2
Teknāf	Teknaf	BD	84	2
Takahama		JP	01	2
Tororo		UG	E	2
Tarawa		KI	01	2
Tosno		RU	42	2
Tāki	Taki	IN	28	2
Teaneck		US	NJ	2
Ţubarjal	Tubarjal	SA	20	2
Tatsunochō-tominaga	Tatsunocho-tominaga	JP	13	2
Thiruthani		IN	25	2
Thakurdwara		IN	36	2
Tiberias		IL	03	2
Taal		PH	40	2
Turnhout		BE	VLG	2
Tual		ID	28	2
Tavda		RU	71	2
Tizayuca		MX	13	2
Tengrela		CI	87	2
Tacarigua		VE	07	2
Tanjay		PH	07	2
Tulsīpur	Tulsipur	NP	MR	2
Talata Mafara		NG	57	2
Toumodi		CI	81	2
Thanatpin		MM	16	2
Tambopata		PE	17	2
Tønsberg	Tonsberg	NO	20	2
Tshela		CD	08	2
Třebíč	Trebic	CZ	80	2
Tsubata		JP	15	2
Thaba Nchu		ZA	03	2
Tallbīsah	Tallbisah	SY	11	2
Tānk	Tank	PK	03	2
Tālcher	Talcher	IN	21	2
Třinec	Trinec	CZ	85	2
Tāndliānwāla	Tandlianwala	PK	04	2
Tahara		JP	01	2
Trujillo		VE	21	2
Tomelloso		ES	54	2
Thanatpin		MM	16	2
Tursunzoda		TJ	RR	2
Tarikere		IN	19	2
Targovishte		BG	60	2
Tayshet		RU	20	2
Tenkodogo		BF	04	2
Troitsk		RU	48	2
Tāybād	Taybad	IR	42	2
Tonekābon	Tonekabon	IR	35	2
Tynda		RU	05	2
Tayabas		PH	40	2
