1600	31.0606	76.3017
1601	42.0025	-5.6783
1602	49.3462	7.2553
1603	41.3662	-81.8543
1604	-4.2333	35.4167
1605	41.5388	-8.6151
1606	33.0989	1.2608
1607	6.4635	-2.3194
1608	41.8814	-87.8831
1609	35.5187	-97.6323
1610	50.5567	6.7642
1611	27.0389	77.0485
1612	21.8458	71.3054
1613	11.1683	123.7223
1614	18.1486	73.8434
1615	41.8239	-87.8517
1616	7.2833	36.2333
1617	26.5082	87.0119
1618	52.0775	4.5444
1619	20.8333	84.3167
1620	48.7213	18.2575
1621	45.5668	-73.1992
1622	-14.9793	34.9558
1623	55.8476	12.4279
1624	49.5242	9.3229
1625	42.6472	-8.8846
1626	16.5783	100.3003
1627	48.7789	2.3178
1628	-20.0064	-45.9769
1629	44.1168	-79.6163
1630	51.1242	12.4964
1631	23.0218	75.2327
1632	38.0964	-3.7779
1633	50.0360	14.4123
1634	30.5881	76.8450
1635	52.1955	9.4642
1636	48.7695	2.4793
1637	49.4618	8.1724
1638	-22.2842	-48.1267
1639	50.9075	14.9563
1640	8.9769	125.4089
1641	55.4211	38.2619
1642	-21.6667	45.1667
1643	41.1538	-87.8875
1644	48.7833	5.1667
1645	30.6885	76.4011
1646	37.3736	-6.0723
1647	53.6553	47.1123
1648	18.4591	75.6588
1649	11.9801	18.2138
1650	22.4500	58.8000
1651	53.1667	-3.0833
1652	-19.2200	-42.4836
1653	31.9928	74.6683
1654	-31.9652	141.4512
1655	36.6677	3.5911
1656	51.2386	-2.9978
1657	37.7886	14.8338
1658	46.7167	26.7000
1659	17.0433	99.0813
1660	-20.9914	-47.6586
1661	54.3797	19.8196
1662	41.9550	-87.9401
1663	42.1167	2.7667
1664	39.3726	-77.4353
1665	48.1692	12.8314
1666	51.3131	3.1323
1667	65.8252	21.6886
1668	30.1718	77.6139
1669	31.0560	-97.4644
1670	23.2149	81.5320
1671	51.1077	10.6460
1672	23.6220	85.4671
1673	51.3192	5.3583
1674	42.8256	-1.6167
1675	-15.6153	-43.5919
1676	-22.1089	-56.5211
1677	22.9286	-82.3886
1678	53.0667	-3.0667
