1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
1800	39.5667	-0.3333
1801	13.6604	123.1869
1802	13.4476	144.8011
1803	13.6414	16.4894
1804	40.9465	-124.1006
1805	11.6636	-1.0731
1806	-9.7833	34.5167
1807	45.4946	12.1077
1808	-30.7116	-61.9986
1809	46.2555	6.9607
1810	34.1258	70.7078
1811	53.4939	-1.2924
1812	9.2757	79.1236
1813	45.4132	10.3980
1814	-9.9333	35.3333
1815	27.4314	80.5316
